City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Ylivieska,FI,2022-03-26 20:04:30,64.0833,24.55,22.32,72,0,11.01
273,Sergeyevka,KZ,2022-03-26 20:04:30,53.88,67.4158,12.51,91,100,10.6
274,Hedaru,TZ,2022-03-26 20:04:31,-4.5,37.9,73.71,79,72,2.84
275,Tsarychanka,UA,2022-03-26 20:04:31,48.937,34.4786,48.47,82,100,21.0
276,Valuyki,RU,2022-03-26 20:04:31,50.2035,38.1067,44.13,89,100,19.62
277,Barmer,IN,2022-03-26 20:04:32,25.75,71.3833,78.82,18,4,7.83
278,Kaniama,CD,2022-03-26 20:04:32,-7.5667,24.1833,68.65,96,62,1.63
279,Saint Anthony,US,2022-03-26 20:00:43,45.0205,-93.218,33.76,35,0,19.57
280,Gat,IL,2022-03-26 20:04:32,31.61,34.7642,54.39,100,0,3.2
281,Maraba,BR,2022-03-26 20:02:49,-5.3686,-49.1178,82.18,89,51,1.57
282,Mitu,CO,2022-03-26 20:04:32,1.1983,-70.1733,80.13,90,100,1.9
283,Santa Maria Da Boa Vista,BR,2022-03-26 20:04:33,-8.8078,-39.8256,93.78,31,93,8.59
284,Banepa,NP,2022-03-26 20:04:33,27.6298,85.5214,57.52,58,20,4.61
285,Mabaruma,GY,2022-03-26 20:04:33,8.2,-59.7833,80.2,78,100,7.25
286,Baglan,AF,2022-03-26 20:04:33,36.1307,68.7083,58.68,51,28,3.58
287,Arvika,SE,2022-03-26 20:04:34,59.6553,12.5852,32.61,67,99,1.7
288,Marawi,PH,2022-03-26 20:04:34,7.9986,124.2928,67.69,98,100,2.73
289,Ichnya,UA,2022-03-26 20:04:34,50.8626,32.3942,40.78,67,95,20.47
290,Mala,PE,2022-03-26 19:59:55,-12.6581,-76.6308,74.75,73,83,8.25
291,Tocopilla,CL,2022-03-26 20:04:35,-22.092,-70.1979,71.98,65,21,10.0
292,Lormont,FR,2022-03-26 20:04:35,44.875,-0.5178,59.0,31,0,6.91
293,Buraydah,SA,2022-03-26 20:04:35,26.326,43.975,58.48,25,0,10.36
294,Knysna,ZA,2022-03-26 20:04:35,-34.0363,23.0471,61.99,90,0,6.08
295,Lubango,AO,2022-03-26 20:00:27,-14.9172,13.4925,61.5,56,99,3.98
296,Kutum,SD,2022-03-26 20:04:36,14.2,24.6667,64.74,12,2,16.22
297,Margate,GB,2022-03-26 20:04:36,51.3813,1.3862,47.7,86,4,5.99
298,La Tuque,CA,2022-03-26 20:04:36,47.4334,-72.7824,35.51,100,100,3.09
299,Diplo,PK,2022-03-26 20:04:37,24.4667,69.584,80.58,32,0,11.59
300,Deep River,CA,2022-03-26 20:04:37,46.1001,-77.4995,46.44,76,100,7.0
301,Matara,LK,2022-03-26 20:04:37,5.9485,80.5353,76.57,86,4,4.81
302,Uchaly,RU,2022-03-26 20:04:37,54.2996,59.4521,-1.16,100,89,3.58
303,Meulaboh,ID,2022-03-26 20:04:38,4.1363,96.1285,78.46,82,98,3.76
304,Lethem,GY,2022-03-26 20:04:38,3.3803,-59.7968,86.63,57,100,12.86
305,Ustye,RU,2022-03-26 20:04:38,59.6304,39.736,29.95,97,83,5.95
306,Usinsk,RU,2022-03-26 20:04:38,65.9939,57.5281,4.75,96,100,15.14
307,Nadym,RU,2022-03-26 20:04:39,65.5333,72.5167,7.68,96,81,8.05
308,Rumphi,MW,2022-03-26 20:04:39,-11.0186,33.8575,64.94,92,94,3.65
309,Ordu,TR,2022-03-26 20:04:39,40.9086,37.6845,25.3,95,69,4.47
310,Ilebo,CD,2022-03-26 20:04:39,-4.3167,20.5833,75.81,77,100,0.74
311,Grand-Santi,GF,2022-03-26 20:04:40,4.25,-54.3833,79.29,92,100,4.45
312,Salalah,OM,2022-03-26 20:04:40,17.0151,54.0924,77.38,48,10,1.23
313,Edd,ER,2022-03-26 20:04:40,13.9297,41.6925,76.98,72,96,9.33
314,Torbat-E Jam,IR,2022-03-26 20:04:40,35.244,60.6225,47.62,50,0,6.49
315,Tete,MZ,2022-03-26 20:04:41,-16.1564,33.5867,78.89,83,75,5.75
316,Kisarawe,TZ,2022-03-26 20:04:41,-6.9,39.0667,76.24,90,26,5.08
317,Challans,FR,2022-03-26 20:04:41,46.8436,-1.8749,62.8,66,0,14.09
318,Vila Velha,BR,2022-03-26 20:05:42,-20.3297,-40.2925,84.15,76,0,13.8
319,Edea,CM,2022-03-26 20:05:42,3.8,10.1333,79.39,90,82,1.52
320,Kautokeino,NO,2022-03-26 20:05:42,69.0125,23.0412,-4.02,100,42,3.51
321,Esil,KZ,2022-03-26 20:05:42,51.9556,66.4042,21.33,94,100,13.35
322,Campbellsville,US,2022-03-26 20:05:43,37.3434,-85.3419,51.15,21,15,11.99
323,Lerwick,GB,2022-03-26 20:05:43,60.1545,-1.1494,48.2,90,92,11.36
324,Goundam,ML,2022-03-26 20:05:43,16.4145,-3.6708,89.04,26,32,2.17
325,Los Llanos De Aridane,ES,2022-03-26 20:05:43,28.6585,-17.9182,62.35,70,40,20.71
326,Makat,KZ,2022-03-26 20:05:44,47.6469,53.3463,36.91,70,100,7.43
327,Grand-Lahou,CI,2022-03-26 20:05:44,5.1367,-5.0242,81.52,83,100,13.13
328,Zlobin,HR,2022-03-26 20:05:44,45.2924,14.6541,47.5,52,0,2.3
329,Rurrenabaque,BO,2022-03-26 20:05:45,-14.4413,-67.5278,66.47,91,100,1.48
330,Lyuban,BY,2022-03-26 20:05:45,52.7985,28.0048,35.76,59,11,23.67
331,Asyut,EG,2022-03-26 20:05:45,27.181,31.1837,59.97,23,0,9.73
332,Kharitonovo,RU,2022-03-26 20:05:46,61.4009,47.4978,32.83,99,100,7.58
333,Oberwart,AT,2022-03-26 20:05:46,47.2897,16.206,53.62,43,0,3.94
334,Puerto Colombia,CO,2022-03-26 20:05:03,10.9878,-74.9547,86.09,77,40,20.49
335,Hobyo,SO,2022-03-26 20:05:46,5.3505,48.5268,80.78,67,29,15.01
336,Ellsworth,US,2022-03-26 20:05:46,44.5434,-68.4195,51.53,59,0,17.27
337,Opuwo,NA,2022-03-26 20:05:47,-18.0607,13.84,69.42,41,4,4.07
338,Saint-Pierre,RE,2022-03-26 20:05:47,-21.3393,55.4781,76.91,74,0,4.61
339,Gurmatkal,IN,2022-03-26 20:05:47,16.8667,77.4,84.69,29,70,5.44
340,Kipini,KE,2022-03-26 20:05:48,-2.5257,40.5262,80.31,88,7,9.22
341,Virginia Beach,US,2022-03-26 20:03:14,36.8529,-75.978,59.05,33,75,18.41
342,Leh,IN,2022-03-26 20:05:48,34.1667,77.5833,16.02,49,0,3.47
343,Scarborough,GB,2022-03-26 20:05:48,54.2797,-0.4044,48.65,85,25,4.41
344,Kyabe,TD,2022-03-26 20:05:48,9.4515,18.9449,88.61,11,100,5.86
345,Bonito,BR,2022-03-26 20:05:49,-21.1211,-56.4819,80.8,44,21,4.21
346,Las Palmas,ES,2022-03-26 20:05:49,28.4204,-14.0131,61.59,77,20,5.75
347,Likasi,CD,2022-03-26 20:05:49,-10.9814,26.7333,64.04,94,89,2.35
348,Ostrovnoy,RU,2022-03-26 20:05:49,68.0531,39.5131,22.14,61,100,17.0
349,Ayorou,NE,2022-03-26 20:05:50,14.7308,0.9174,89.89,10,23,11.16
350,Escanaba,US,2022-03-26 20:05:50,45.7453,-87.0646,25.11,54,100,18.41
351,Emba,KZ,2022-03-26 20:05:50,48.8264,58.1442,19.26,97,94,7.2
352,Porto Novo,BJ,2022-03-26 20:05:51,6.4965,2.6036,83.37,79,100,9.82
353,Bonthe,SL,2022-03-26 20:05:51,7.5264,-12.505,79.56,82,100,9.4
354,Zaozerne,UA,2022-03-26 20:05:54,45.1582,33.2787,45.91,76,23,21.07
355,Iqaluit,CA,2022-03-26 20:05:54,63.7506,-68.5145,23.7,79,14,13.0
356,Canakkale,TR,2022-03-26 20:05:54,40.0833,26.8333,36.18,66,0,2.15
357,Itubera,BR,2022-03-26 20:05:55,-13.7322,-39.1492,80.58,71,2,5.68
358,Mpika,ZM,2022-03-26 20:05:55,-11.8343,31.4529,63.63,95,96,3.65
359,San Antonio,US,2022-03-26 20:04:01,29.4241,-98.4936,93.06,12,20,13.8
360,Dhrangadhra,IN,2022-03-26 20:06:55,22.9833,71.4667,85.75,22,0,7.67
361,Konevo,RU,2022-03-26 20:06:55,62.1215,39.3192,22.73,92,100,18.37
362,Praia,CV,2022-03-26 20:06:56,14.9215,-23.5087,70.34,68,20,13.8
363,Suratgarh,IN,2022-03-26 20:06:56,29.3167,73.9,81.93,9,0,7.02
364,Oranjemund,NA,2022-03-26 20:06:56,-28.55,16.4333,60.89,82,0,4.85
365,Masuguru,TZ,2022-03-26 20:06:56,-11.3667,38.4167,75.99,89,51,3.53
366,Nastola,FI,2022-03-26 20:06:57,60.95,25.9333,26.83,66,92,16.02
367,Ust-Koksa,RU,2022-03-26 20:06:57,50.2696,85.6108,19.22,83,100,0.78
368,Bocana De Paiwas,NI,2022-03-26 20:06:57,12.7857,-85.1227,94.64,29,32,18.57
369,Policoro,IT,2022-03-26 20:06:57,40.2115,16.6726,49.98,87,81,1.01
370,Copacel,RO,2022-03-26 20:06:58,46.9833,22.1667,50.92,57,61,4.34
371,Yei,SS,2022-03-26 20:06:58,4.095,30.6779,72.72,72,99,3.24
372,San-Pedro,CI,2022-03-26 20:06:58,4.7485,-6.6363,79.5,88,93,8.34
373,Quixeramobim,BR,2022-03-26 20:06:59,-5.1992,-39.2928,82.38,65,100,7.63
374,Ribeira Brava,PT,2022-03-26 20:06:59,32.65,-17.0667,65.07,82,100,14.14
375,Kibre Mengist,ET,2022-03-26 20:06:59,5.8833,38.9833,60.84,85,78,2.19
376,Raudeberg,NO,2022-03-26 20:06:59,61.9875,5.1352,39.96,83,100,18.86
377,Iskateley,RU,2022-03-26 20:07:00,67.6803,53.1512,-9.0,97,100,4.94
378,Havoysund,NO,2022-03-26 20:07:00,70.9963,24.6622,25.03,63,100,20.92
379,Goderich,CA,2022-03-26 20:02:41,43.7501,-81.7165,34.92,95,100,18.41
380,Ozinki,RU,2022-03-26 20:07:00,51.1786,49.6769,26.17,87,7,11.9
381,Warmbad,NA,2022-03-26 20:07:00,-28.45,18.7333,77.94,20,0,11.77
382,Savannah Bight,HN,2022-03-26 20:07:01,16.45,-85.85,78.91,73,100,12.44
383,Kulhudhuffushi,MV,2022-03-26 20:07:01,6.6221,73.07,81.72,67,0,4.23
384,Sabha,LY,2022-03-26 20:07:01,27.0377,14.4283,64.42,12,4,12.19
385,Belokurikha,RU,2022-03-26 20:07:02,51.9959,84.9896,19.71,98,99,3.06
386,Atasu,KZ,2022-03-26 20:07:02,48.6814,71.6433,33.08,92,100,4.99
387,Ornskoldsvik,SE,2022-03-26 20:07:02,63.2909,18.7153,27.55,46,100,4.61
388,Kanniyakumari,IN,2022-03-26 20:07:03,8.0833,77.5667,80.62,78,100,3.74
389,Bay Roberts,CA,2022-03-26 20:07:03,47.5999,-53.2648,41.5,91,100,3.0
390,Kalamnuri,IN,2022-03-26 20:07:03,19.6667,77.3333,86.0,19,5,7.18
391,Poopo,BO,2022-03-26 20:07:03,-18.3667,-66.9667,57.97,32,82,11.12
392,Chicama,PE,2022-03-26 20:07:04,-7.8447,-79.1469,70.34,61,99,9.73
393,Vestmannaeyjar,IS,2022-03-26 20:07:04,63.4427,-20.2734,46.76,92,100,19.06
394,Agirish,RU,2022-03-26 20:07:04,61.9247,63.0231,18.43,92,100,9.06
395,Santa Maria,BR,2022-03-26 20:03:33,-29.6842,-53.8069,70.39,65,94,10.09
396,Biltine,TD,2022-03-26 20:07:04,14.5333,20.9167,77.52,10,5,20.76
397,Praia Da Vitoria,PT,2022-03-26 20:07:05,38.7333,-27.0667,59.76,96,100,24.11
398,Santa Marta,CO,2022-03-26 20:06:45,11.2408,-74.199,83.89,70,21,1.99
399,Kharovsk,RU,2022-03-26 20:07:05,59.9642,40.1912,29.39,98,88,6.02
400,Huarmey,PE,2022-03-26 20:07:05,-10.0681,-78.1522,75.52,72,62,9.91
401,Oksfjord,NO,2022-03-26 20:07:05,70.2396,22.3479,24.01,76,100,10.49
402,Bonavista,CA,2022-03-26 20:07:06,48.6499,-53.1147,31.44,99,100,7.67
403,Iglesias,IT,2022-03-26 20:03:09,39.3114,8.535,58.42,66,12,18.92
404,Chengalpattu,IN,2022-03-26 20:07:06,12.7,79.9833,83.91,86,0,4.74
405,Murgab,TM,2022-03-26 20:07:06,37.4966,61.9714,48.07,61,75,4.61
406,Shache,CN,2022-03-26 20:07:07,38.4167,77.2406,49.71,40,0,4.7
407,Saint-Ambroise,CA,2022-03-26 20:07:07,48.5501,-71.3324,35.89,96,100,1.41
408,Arlit,NE,2022-03-26 20:07:07,18.7369,7.3853,83.21,8,62,12.28
409,Morros,BR,2022-03-26 20:07:07,-9.4467,-46.3003,82.54,66,78,3.0
410,Sonegaon,IN,2022-03-26 20:08:08,20.65,78.6833,87.51,23,22,3.4
411,Port-Cartier,CA,2022-03-26 20:08:08,50.0334,-66.8654,32.76,98,99,6.55
412,Great Yarmouth,GB,2022-03-26 20:08:08,52.6083,1.7305,46.45,84,1,9.1
413,Treinta Y Tres,UY,2022-03-26 20:08:09,-33.2333,-54.3833,67.75,75,89,16.84
414,Bauchi,NG,2022-03-26 20:08:09,10.5,10.0,84.51,12,14,11.95
415,Tambacounda,SN,2022-03-26 20:08:09,13.7539,-13.7586,94.44,14,2,6.31
416,Kalemie,CD,2022-03-26 20:08:09,-5.9475,29.1947,72.63,84,57,1.3
417,Disna,BY,2022-03-26 20:08:10,55.568,28.1971,30.09,73,100,21.14
418,Conceicao Do Araguaia,BR,2022-03-26 20:08:10,-8.2578,-49.2647,83.16,77,30,5.03
419,Santa Branca,BR,2022-03-26 20:08:10,-23.3967,-45.8839,74.88,73,75,4.61
420,Kalmunai,LK,2022-03-26 20:08:10,7.4167,81.8167,78.19,85,5,5.1
421,Marzuq,YE,2022-03-26 20:08:11,14.4,46.4667,67.26,54,9,5.59
422,Golubitskaya,RU,2022-03-26 20:08:11,45.3222,37.2822,43.21,83,5,20.98
423,Maniitsoq,GL,2022-03-26 20:08:11,65.4167,-52.9,22.12,78,80,5.08
424,General Roca,AR,2022-03-26 20:08:12,-39.0333,-67.5833,84.61,13,2,11.03
425,Taquarituba,BR,2022-03-26 20:08:12,-23.5331,-49.2444,75.78,80,66,8.3
426,Warren,US,2022-03-26 20:08:12,39.4334,-84.1666,37.42,72,75,16.11
427,Krasnoselkup,RU,2022-03-26 20:08:13,65.7,82.4667,6.6,92,100,18.61
428,Guarapari,BR,2022-03-26 20:08:13,-20.6667,-40.4975,83.89,77,71,12.03
429,Channel-Port Aux Basques,CA,2022-03-26 20:08:13,47.5702,-59.1367,34.07,92,51,7.29
430,Saint-Georges,GD,2022-03-26 20:03:40,12.0564,-61.7485,80.2,69,100,15.32
431,Albany,US,2022-03-26 20:08:14,42.6001,-73.9662,48.33,79,100,7.02
432,Bilma,NE,2022-03-26 20:08:14,18.6853,12.9164,76.39,11,56,6.96
433,Canchungo,GW,2022-03-26 20:08:14,12.0672,-16.0333,77.7,38,12,9.66
434,Blyth,GB,2022-03-26 20:08:14,55.1271,-1.5086,48.07,91,16,5.1
435,Nushki,PK,2022-03-26 20:08:15,29.5542,66.0215,76.28,14,0,7.78
436,Boende,CD,2022-03-26 20:08:15,-0.2167,20.8667,78.17,63,76,2.42
437,San Pedro,PH,2022-03-26 20:08:15,14.35,121.0167,81.36,77,4,5.99
438,Ilhabela,BR,2022-03-26 20:08:16,-23.7781,-45.3581,80.56,83,98,3.29
439,Inhambane,MZ,2022-03-26 20:08:16,-23.865,35.3833,73.94,86,100,5.17
440,Ugoofaaru,MV,2022-03-26 20:08:16,5.6667,73.0,81.79,65,1,4.59
441,Horqueta,PY,2022-03-26 20:08:16,-23.3428,-57.0597,81.3,34,0,4.54
442,Hanumangarh,IN,2022-03-26 20:08:17,29.5833,74.3167,76.05,11,0,6.4
443,Baillif,GP,2022-03-26 20:08:17,16.0202,-61.7463,82.63,62,100,11.72
444,Hofn,IS,2022-03-26 20:08:17,64.2539,-15.2082,44.73,96,100,10.83
445,Kanashevo,RU,2022-03-26 20:08:18,55.2169,62.0634,12.76,100,82,5.12
446,Iquitos,PE,2022-03-26 20:08:18,-3.7481,-73.2472,86.04,70,75,4.61
447,Vychegodskiy,RU,2022-03-26 20:08:18,61.247,46.8984,32.81,99,100,7.31
448,Urumqi,CN,2022-03-26 20:08:18,43.801,87.6005,38.35,56,0,2.24
449,Voskevan,AM,2022-03-26 20:08:19,41.1202,45.0653,27.7,71,6,6.11
450,Viedma,AR,2022-03-26 20:08:19,-40.8135,-62.9967,75.97,17,0,9.19
451,Abha,SA,2022-03-26 20:08:19,18.2164,42.5053,62.85,45,0,4.61
452,Kharan,PK,2022-03-26 20:08:20,28.5833,65.4167,78.89,13,0,8.79
453,Newark,US,2022-03-26 20:03:31,40.7357,-74.1724,52.7,51,75,24.16
454,Qasigiannguit,GL,2022-03-26 20:08:20,68.8193,-51.1922,17.85,79,100,2.37
455,The Valley,AI,2022-03-26 20:08:20,18.217,-63.0578,81.1,61,20,13.8
456,Havre-Saint-Pierre,CA,2022-03-26 20:08:21,50.2334,-63.5986,30.92,98,100,16.28
457,Luau,AO,2022-03-26 20:09:21,-10.7073,22.2247,66.25,95,99,3.33
458,Hadejia,NG,2022-03-26 20:09:21,12.4498,10.0444,82.58,10,23,13.24
459,Port Hawkesbury,CA,2022-03-26 20:09:21,45.6169,-61.3485,49.03,83,75,5.01
460,Stornoway,GB,2022-03-26 20:09:22,58.2093,-6.3865,47.93,84,75,4.61
461,Ipanema,BR,2022-03-26 20:09:22,-30.1391,-51.2244,72.01,75,75,12.66
462,Angoche,MZ,2022-03-26 20:09:22,-16.2325,39.9086,80.06,77,23,6.71
463,Blacksburg,US,2022-03-26 20:06:13,37.2296,-80.4139,42.55,73,100,11.5
464,Dawlatabad,AF,2022-03-26 20:09:22,36.4141,64.9053,53.2,42,95,7.67
465,Maxixe,MZ,2022-03-26 20:09:23,-23.8597,35.3472,72.95,88,100,4.27
466,Sagua La Grande,CU,2022-03-26 20:09:23,22.8067,-80.0756,77.99,50,68,13.53
467,Hamilton,US,2022-03-26 20:06:14,39.1834,-84.5333,38.25,67,100,20.71
468,Jalu,LY,2022-03-26 20:09:23,29.0331,21.5482,62.42,20,0,10.27
469,Karagaylinskiy,RU,2022-03-26 20:09:24,54.172,86.5521,2.19,100,69,1.97
470,Naryan-Mar,RU,2022-03-26 20:09:24,67.6713,53.087,-8.7,97,100,5.06
471,Mayumba,GA,2022-03-26 20:09:24,-3.432,10.6554,79.32,88,100,7.09
472,Acucena,BR,2022-03-26 20:09:24,-19.0731,-42.5464,79.72,75,88,4.14
473,Sokoni,TZ,2022-03-26 20:09:25,-6.4333,39.55,82.9,77,4,11.25
474,Salobrena,ES,2022-03-26 20:09:25,36.7428,-3.5872,58.01,74,16,1.07
475,Mangaratiba,BR,2022-03-26 20:09:25,-22.9597,-44.0406,79.57,81,26,5.1
476,Dharchula,IN,2022-03-26 20:09:25,29.85,80.5333,60.28,22,0,8.46
477,Peniche,PT,2022-03-26 20:09:26,39.3558,-9.3811,60.3,82,82,4.54
478,Ughelli,NG,2022-03-26 20:09:26,5.4899,6.0074,82.99,76,56,6.2
479,Diu,IN,2022-03-26 20:09:26,20.7141,70.9822,80.06,52,0,12.15
480,Youghal,IE,2022-03-26 20:09:27,51.95,-7.8506,51.01,79,0,8.16
481,Yuzhne,UA,2022-03-26 20:09:27,46.6221,31.1013,50.29,53,100,20.4
482,Sovetskiy,RU,2022-03-26 20:09:27,61.3614,63.5842,17.73,92,83,9.48
483,Juruti,BR,2022-03-26 20:09:27,-2.1522,-56.0922,84.72,72,55,4.54
484,Portsmouth,GB,2022-03-26 20:09:28,50.799,-1.0913,54.0,67,0,4.0
485,Kaithal,IN,2022-03-26 20:09:28,29.8,76.3833,70.7,15,0,6.51
486,Gainesville,US,2022-03-26 20:06:51,29.6516,-82.3248,76.82,31,0,12.66
487,Harrismith,ZA,2022-03-26 20:09:28,-28.2728,29.1295,53.4,96,21,4.14
488,Lahij,YE,2022-03-26 20:09:28,13.1667,44.5833,75.36,65,6,4.76
489,Jizan,SA,2022-03-26 20:09:29,17.3333,42.6667,76.19,62,10,4.21
490,Corinto,GR,2022-03-26 20:09:29,37.9407,22.9573,54.9,72,13,3.27
491,San Juan,AR,2022-03-26 20:09:29,-31.5375,-68.5364,83.84,12,0,3.96
492,Athens,GR,2022-03-26 20:04:50,37.9795,23.7162,58.12,64,0,3.44
493,Havelock,US,2022-03-26 20:07:48,34.8791,-76.9013,64.02,56,93,11.01
494,Tamale,GH,2022-03-26 20:09:30,9.4008,-0.8393,97.09,24,91,4.47
495,Grindavik,IS,2022-03-26 20:09:30,63.8424,-22.4338,43.27,93,100,21.85
496,Boa Vista,BR,2022-03-26 20:09:30,2.8197,-60.6733,87.78,51,40,11.5
497,Fonte Boa,BR,2022-03-26 20:09:31,-2.4959,-66.2662,80.44,94,100,1.14
498,Tefe,BR,2022-03-26 20:09:31,-3.3542,-64.7114,80.71,94,40,5.75
499,Kulu,TR,2022-03-26 20:09:31,39.0951,33.0799,33.01,65,0,6.62
500,Itapirapua,BR,2022-03-26 20:09:31,-15.8233,-50.6133,87.26,66,18,1.32
501,Nassjo,SE,2022-03-26 20:09:32,57.6531,14.6968,27.52,63,99,3.2
502,Dabhoi,IN,2022-03-26 20:09:32,22.1833,73.4333,85.96,24,1,5.03
503,Forestville,US,2022-03-26 20:09:32,38.8451,-76.875,52.23,48,75,12.66
504,Damaturu,NG,2022-03-26 20:09:32,11.747,11.9608,77.04,12,39,9.53
505,Abu Dhabi,AE,2022-03-26 20:06:20,24.4667,54.3667,75.31,69,0,9.22
506,Lipin Bor,RU,2022-03-26 20:10:33,60.2622,37.9763,27.25,93,100,16.71
507,Presidente Medici,BR,2022-03-26 20:10:33,-11.1753,-61.9014,80.91,91,99,4.09
508,Amalapuram,IN,2022-03-26 20:10:33,16.5833,82.0167,76.86,93,37,3.33
509,Halkirk,CA,2022-03-26 20:10:34,52.2834,-112.1518,34.88,57,100,12.12
510,Puerto Lopez,CO,2022-03-26 20:10:34,4.0845,-72.956,87.4,56,95,3.76
511,Khash,IR,2022-03-26 20:10:34,28.2211,61.2158,68.76,25,0,16.91
512,Rafiganj,IN,2022-03-26 20:10:34,24.8167,84.65,74.64,10,0,3.74
513,Mahenge,TZ,2022-03-26 20:10:35,-8.6833,36.7167,66.0,85,12,2.62
514,Toma,BF,2022-03-26 20:10:35,12.7667,-2.8833,93.51,18,28,5.35
515,Sherbakul,RU,2022-03-26 20:10:35,54.6316,72.3963,5.23,96,100,7.2
516,Pitimbu,BR,2022-03-26 20:10:35,-7.4706,-34.8086,81.19,79,99,6.33
517,Sainte-Marie,RE,2022-03-26 20:10:36,-20.8968,55.5496,77.41,83,0,2.3
518,Baghpat,IN,2022-03-26 20:10:36,28.95,77.2167,72.82,13,0,8.41
519,Subirana,HN,2022-03-26 20:10:36,15.2,-87.45,66.22,93,100,3.98
520,Dasoguz,TM,2022-03-26 20:10:37,41.8363,59.9666,39.15,70,0,16.11
521,Bubaque,GW,2022-03-26 20:10:37,11.2833,-15.8333,76.87,67,3,22.41
522,Copiapo,CL,2022-03-26 20:09:27,-27.3667,-70.3333,65.89,29,0,10.22
523,Nueve De Julio,AR,2022-03-26 20:05:58,-35.4444,-60.8831,71.42,58,0,10.09
524,Axim,GH,2022-03-26 20:10:37,4.8699,-2.2405,80.49,82,82,6.08
525,Iracoubo,GF,2022-03-26 20:10:37,5.4802,-53.2011,79.48,79,98,12.73
526,Sassandra,CI,2022-03-26 20:10:38,4.95,-6.0833,79.32,88,100,9.51
527,Ust-Kulom,RU,2022-03-26 20:10:38,61.6864,53.6902,28.15,96,100,10.51
528,Aguilar De La Frontera,ES,2022-03-26 20:10:38,37.5143,-4.6554,58.75,71,57,4.27
529,Maragogi,BR,2022-03-26 20:10:39,-9.0122,-35.2225,79.34,84,100,5.73
530,Morant Bay,JM,2022-03-26 20:10:39,17.8815,-76.4093,82.71,66,59,8.88
531,Sept-Iles,CA,2022-03-26 20:07:26,50.2001,-66.3821,33.06,92,94,4.0
532,Fuerte Olimpo,PY,2022-03-26 20:10:39,-21.0415,-57.8738,85.77,27,15,3.22
533,Salinopolis,BR,2022-03-26 20:10:39,-0.6136,-47.3561,79.27,85,99,10.33
534,Pangnirtung,CA,2022-03-26 20:10:40,66.1451,-65.7125,25.02,83,100,4.7
535,Tapes,BR,2022-03-26 20:10:40,-30.6733,-51.3958,72.21,61,80,13.11
536,Douentza,ML,2022-03-26 20:10:40,14.9951,-2.9517,91.04,21,1,6.24
537,Narodychi,UA,2022-03-26 20:10:40,51.2029,29.0823,41.36,55,70,18.34
538,Inirida,CO,2022-03-26 20:10:36,3.8653,-67.9239,74.95,96,100,2.42
539,Tessalit,ML,2022-03-26 20:10:41,20.1986,1.0114,90.3,11,100,10.98
540,Tabuk,PH,2022-03-26 20:10:41,17.4189,121.4443,73.6,84,19,1.86
541,Vagur,FO,2022-03-26 20:10:41,61.4732,-6.8119,47.28,88,100,21.18
